Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Ferrimonas	1.5e-05	6.5e-05	0.000301	5.5e-05	0.000217	4.2e-05	2.4e-05	0	0
Xanthomonas	0.000492	0.001324	0.00162	0.001943	0.006299	0.001766	0.00147	0.000248	0
Stenotrophomonas	0.000369	0.001356	0.000875	0.000137	0.016338	0.000509	0.000287	9.9e-05	0
Lysobacter	0.000123	0.000371	0.000344	6.8e-05	0.001886	0.000452	1.2e-05	1.7e-05	0
Frateuria	0.000138	0	1e-04	6.8e-05	0.000201	2.8e-05	0	3.3e-05	0
Vibrio	0.00083	0.009106	0.003312	0.002108	0.024562	0.010948	0.008796	0.002667	0
Aliivibrio	0.000231	0.000291	0.000158	9.6e-05	0.002568	0.000551	1.2e-05	0	0
Grimontia	1.5e-05	0.000129	2.9e-05	0	0.000473	4.2e-05	0	0	0
Haemophilus	0.000323	0.002163	0.001233	0.000219	0.009597	0.003588	0.004123	0.000314	0
Histophilus	2e-04	9.7e-05	0.000158	4.1e-05	0.00122	8.5e-05	2.4e-05	8e-06	0
Mannheimia	9.2e-05	0.000145	0.000143	5.5e-05	0.003426	2.8e-05	0	0	0
Pasteurella	3.1e-05	0.000258	0.000717	1.4e-05	0.00207	0.00041	0.000382	0	0
Basfia	1.5e-05	0.000194	2.9e-05	0	0.000457	0	0	0	0
Halomonas	0.000185	0.001388	0.000932	8.2e-05	0.001781	0.000749	0.000143	0	0.000178
Candidatus Evansia	9.2e-05	0	0.000129	0	0.000128	0	0	0	0
Halotalea	4.6e-05	4.8e-05	8.6e-05	1.4e-05	0.000393	0	0	0	0
Kushneria	3.1e-05	6.5e-05	0.000158	0	0	0.000353	0	8e-06	0
Chromohalobacter	1.5e-05	1.6e-05	4.3e-05	0	0.000265	0	0	0	0
Thalassolituus	0.000154	0.000484	0.000186	2.7e-05	0.000578	8.5e-05	0	0	0
Marinobacterium	1.5e-05	3.2e-05	2.9e-05	2.7e-05	0.000249	0.000198	1.2e-05	0	0
Alcanivorax	4.6e-05	0.000178	0.000129	2.7e-05	0.000955	0.000325	1.2e-05	2.5e-05	0
Gynuella	1.5e-05	3.2e-05	0.000401	0	0.000522	0	0	0	0
Gilliamella	6e-04	0.000307	0.000674	5.5e-05	0.002134	0.000523	0.000442	8e-06	0
Francisella	0.000461	0.001388	0.002236	0.000712	0.007406	0.000466	1.2e-05	7.4e-05	0
Methylophaga	3.1e-05	0.000339	5.7e-05	2.7e-05	0.00061	8.5e-05	1.2e-05	8e-06	0
Thiomicrospira	1.5e-05	6.5e-05	1.4e-05	0	0.000353	9.9e-05	0	0	0
Aeromonas	0.000384	0.002228	0.001835	0.001054	0.007334	0.00048	0.000239	8.3e-05	0.000479
Zobellella	7.7e-05	0.00021	4.3e-05	1.4e-05	0	0	1.2e-05	8e-06	0
Oceanimonas	1.5e-05	6.5e-05	0.000129	0	0.000241	0	1.2e-05	0	0
Congregibacter	0.000231	0.000113	0	0	0	0	0	0	0
Halioglobus	1.5e-05	3.2e-05	0.000201	5.5e-05	0	0	0	8e-06	0
Cellvibrio	0.000108	0.000274	0.000158	1.4e-05	0.000185	0.000212	2.4e-05	0	0
Teredinibacter	1.5e-05	0.000194	1.4e-05	9.6e-05	0.000361	4.2e-05	0	0	0
Agarilytica	1.5e-05	8.1e-05	4.3e-05	0	0	0	0	0	0
Microbulbifer	9.2e-05	0.000662	0.000287	2.7e-05	0.000481	0.000283	0	8e-06	0
Acidihalobacter	7.7e-05	1.6e-05	0	2.7e-05	0.000473	0.000424	0	0	0
Ectothiorhodospira	1.5e-05	0	2.9e-05	0	0.000201	0	0	8e-06	0
Thioalkalivibrio	1.5e-05	0.000355	0.000143	0.000233	0.001172	0.000184	1.2e-05	1.7e-05	0
Alkalilimnicola	1.5e-05	1.6e-05	5.7e-05	8.2e-05	0.000241	1.4e-05	0	0	0
Spiribacter	1.5e-05	8.1e-05	4.3e-05	0	0.000241	0.000141	0	0	0
Thiocystis	6.2e-05	4.8e-05	1.4e-05	0	0.000265	0.000381	0	0	0
Allochromatium	3.1e-05	1.6e-05	5.7e-05	1.4e-05	0.000337	0	0	8e-06	0
Marichromatium	1.5e-05	6.5e-05	1e-04	0	0.000393	0	0	0	0
Candidatus Nitrosoglobus	1.5e-05	0	0.000158	4.1e-05	0	5.7e-05	0	0	0
Halothiobacillus	4.6e-05	6.5e-05	1e-04	4.1e-05	0.000433	1.4e-05	0	0	0
Pseudohongiella	0.000108	3.2e-05	5.7e-05	1.4e-05	0.000321	0	0	0	0
Sedimenticola	9.2e-05	9.7e-05	7.2e-05	0	0.000281	2.8e-05	0	0	0
Methylomonas	0.000185	0.000743	0.000559	0.000123	0.001067	0.000452	0	1.7e-05	0
Methylomicrobium	7.7e-05	3.2e-05	0.000272	1.4e-05	0.000289	0.000551	0	0	0
Legionella	0.000215	0.000888	0.001319	0.000178	0.006163	0.0025	0.000586	2.5e-05	0
Coxiella	1.5e-05	9.7e-05	0.000358	0.000315	0.001139	4.2e-05	0	0	0
Dichelobacter	1.5e-05	1.6e-05	0.000244	4.1e-05	0.000185	0	0	0	0
Steroidobacter	1.5e-05	3.2e-05	0	2.7e-05	0.000144	0	0	0	0
Achromobacter	3.073358	3.020967	2.870424	2.724189	2.856789	2.612464	1.235117	3.162116	2.394056
Bordetella	0.005014	0.010575	0.010924	0.008403	0.015005	0.006188	0.015644	0.004111	0
Alcaligenes	0.000569	0.00021	0.000201	1.4e-05	0.001621	0	3.6e-05	0	0
Castellaniella	0.000185	0.00021	0.000229	5.5e-05	0.000546	4.2e-05	3.6e-05	8e-06	0
Pusillimonas	4.6e-05	0.000258	1e-04	0.000123	0.000441	0.000155	0.000562	2.5e-05	0
Paenalcaligenes	1.5e-05	0.000129	1.4e-05	2.7e-05	0	0	0	0	0
Burkholderia	0.002814	0.005021	0.003871	0.003531	0.023888	0.005538	0.003071	0.001602	0
Cupriavidus	0.000461	0.003116	0.001534	0.000671	0.008835	0.000537	0.000681	0.000198	0
Paraburkholderia	0.000384	0.002615	0.002265	0.000849	0.008498	0.000932	0	0	0
Ralstonia	0.000338	0.001485	0.001133	0.000178	0.007358	0.000947	0.000478	0.000297	0.000568
Pandoraea	0.000323	0.001033	0.001462	0.000438	0.005609	0.000254	0.000131	0.000116	0
Polynucleobacter	7.7e-05	0.001518	0.000989	0.000178	0.000867	4.2e-05	2.4e-05	2.5e-05	0
Acidovorax	0.001107	0.001243	0.001864	0.000972	0.004766	0.000325	0.000275	0.000157	0
Comamonas	0.000707	0.001259	0.001749	0.001916	0.002215	0.00024	0.000191	0.000718	0
Diaphorobacter	0.000415	4.8e-05	0.000287	2.7e-05	0	7.1e-05	0	8.3e-05	0
Delftia	0.000246	0.000533	0.000602	0.000219	0.003306	4.2e-05	6e-05	7.4e-05	0
Polaromonas	0.000154	0.000194	0.000244	5.5e-05	0.000899	0.000155	2.4e-05	2.5e-05	0
Rhodoferax	9.2e-05	0.000436	0.000287	9.6e-05	0.000377	4.2e-05	1.2e-05	8e-06	0
Variovorax	9.2e-05	0.000614	0.000459	1.4e-05	0.002391	0.000396	0.000359	2.5e-05	0
Candidatus Symbiobacter	9.2e-05	4.8e-05	0.000301	8.2e-05	0.000297	2.8e-05	0	8e-06	0
Verminephrobacter	4.6e-05	8.1e-05	1.4e-05	4.1e-05	0.000401	2.8e-05	2.4e-05	8e-06	0
Hydrogenophaga	3.1e-05	0.000323	0.000516	0.000315	0.001605	0.000805	0.000167	0	0
Limnohabitans	3.1e-05	0.000129	5.7e-05	5.5e-05	0.000377	0.000367	0	0	0
Rubrivivax	7.7e-05	0.000339	0.000229	5.5e-05	0.00061	0.000184	2.4e-05	0.00014	0
Thiomonas	3.1e-05	0.000274	0.000229	5.5e-05	0.001003	0.000947	0.000586	1.7e-05	0
Roseateles	1.5e-05	0.000194	1.4e-05	6.8e-05	0.000522	1.4e-05	0.000131	0	0
Rhizobacter	1.5e-05	4.8e-05	8.6e-05	1.4e-05	0	0.00017	0	0	0
Herbaspirillum	0.000523	0.000533	0.000903	0.000397	0.002664	0.000212	7.2e-05	1.7e-05	0
Collimonas	0.000246	0.000436	0.000588	0.000192	0.002592	8.5e-05	0	8e-06	0
Massilia	9.2e-05	0.000743	0.000846	0.000383	0.000987	0.000268	8.4e-05	1.7e-05	0
Janthinobacterium	6.2e-05	0.000436	0.000803	0.000109	0.001011	0.001102	4.8e-05	2.5e-05	0
Oxalobacter	4.6e-05	8.1e-05	0.000172	2.7e-05	0	2.8e-05	0	2.5e-05	0.001202
Herminiimonas	4.6e-05	0.000113	0.000186	5.5e-05	0.000281	0	0.000167	0	0
Nitrosomonas	0.000584	0.000355	0.000918	0.000233	0.002102	0.000692	0.000347	0	0
Sulfuriferula	0.000215	0.000113	0.000186	4.1e-05	0	0	0	0	0
Gallionella	7.7e-05	3.2e-05	0.000215	4.1e-05	0.000417	7.1e-05	0	0	0
Sideroxydans	6.2e-05	0.000129	4.3e-05	1.4e-05	0.000265	5.7e-05	0	0	0
Sulfuritalea	0.000169	6.5e-05	0.000244	9.6e-05	0.000321	0	0	0	0
Methyloversatilis	4.6e-05	0.000129	0	2.7e-05	0.000369	4.2e-05	4.8e-05	0	0
Methylovorus	0.000108	8.1e-05	0.000358	6.8e-05	0.000602	0	0	0	0
Methylobacillus	1.5e-05	0.000129	0.000143	5.5e-05	0.000409	2.8e-05	0	8e-06	0
Thiobacillus	1.5e-05	1.6e-05	0.000545	0.000109	0.000353	0.000184	0	6.6e-05	0
Neisseria	0.000384	0.001049	0.00152	0.000438	0.00325	0.00154	0.00049	4.1e-05	0.000545
Eikenella	4.6e-05	1.6e-05	7.2e-05	2.7e-05	0	0	0	0	0
Pseudogulbenkiania	0.000123	4.8e-05	0.000172	9.6e-05	0.000377	0.000254	0	0	0
Jeongeupia	4.6e-05	0.000194	0.000172	2.7e-05	0.000393	0	0	0	0
Aquaspirillum	3.1e-05	6.5e-05	0.000186	6.8e-05	0	0	2.4e-05	0	0
Vogesella	3.1e-05	9.7e-05	0	0	0.000514	2.8e-05	0	0	0
Thauera	0.000215	0.000775	0.000745	0.000424	0.000778	0.00017	2.4e-05	4.1e-05	0
Azoarcus	0.000154	0.000339	0.000817	0.000219	0.001693	1.4e-05	1.2e-05	2.5e-05	0
Kinetoplastibacterium	0.000138	0	0	0	0	0	3.6e-05	0	0
Candidatus Accumulibacter	1.5e-05	4.8e-05	2.9e-05	0	0.000281	8.5e-05	0	0	0
Campylobacter	0.019147	0.013675	0.020487	0.020885	0.039793	0.006004	0.007565	0.014167	0.003963
Arcobacter	0.000369	0.000145	0.002552	0.001328	0.004654	0.000989	3.6e-05	4.1e-05	0
Sulfurospirillum	9.2e-05	0.002632	0.001018	0.000397	0.002118	0.00267	0	8e-06	0
Helicobacter	0.000138	0.002067	0.001118	0.000301	0.007398	0.001286	0.000323	8e-06	0.007414
Sulfurimonas	1.5e-05	0.000194	0.000315	0	0.001364	0.000268	0	0.000149	0
Sulfurovum	1.5e-05	0.000194	0.000401	0.000137	0.000514	2.8e-05	7.2e-05	0	0
Nautilia	1.5e-05	0.000226	0.000373	0	0.00053	0.000353	2.4e-05	0	0
Myxococcus	0.000154	0.000387	0.000272	0.000137	0.001781	0.000494	0	8e-06	0
Stigmatella	4.6e-05	1.6e-05	2.9e-05	0	0.000369	8.5e-05	0	0	0
Archangium	1.5e-05	0.000178	5.7e-05	0	0.000489	4.2e-05	0	0	0
Vulgatibacter	6.2e-05	3.2e-05	7.2e-05	1.4e-05	0.000217	0.000127	0	0	0
Anaeromyxobacter	4.6e-05	0.00021	0.000115	2.7e-05	0.001075	0	0	8e-06	0
Sorangium	4.6e-05	0.000226	0.000186	4.1e-05	0.000867	0.000212	1.2e-05	1.7e-05	0
Sandaracinus	1.5e-05	0.00021	0.000115	0	0.000369	1.4e-05	0	0	0
Haliangium	1.5e-05	1.6e-05	0.000158	1.4e-05	0.000417	0.000127	0	1.7e-05	0
Desulfovibrio	0.000338	0.000936	0.001147	0.000766	0.005039	0.001865	0.00012	0.000124	0.009106
Pseudodesulfovibrio	4.6e-05	8.1e-05	0.000172	8.2e-05	0.000907	0	0	0	0
Desulfomicrobium	6.2e-05	4.8e-05	0.000229	2.7e-05	0.000642	2.8e-05	0	0	0
Geobacter	0.000169	0.00084	0.001047	0.000493	0.004365	0.000254	1.2e-05	4.1e-05	0
Geoalkalibacter	1.5e-05	8.1e-05	1.4e-05	4.1e-05	0.000249	5.7e-05	0	0	0
Pelobacter	4.6e-05	0.000323	8.6e-05	8.2e-05	0.000546	4.2e-05	1.2e-05	0	0
Desulfuromonas	1.5e-05	0.000161	8.6e-05	0	0.00053	0.000198	2.4e-05	0	0
Desulfococcus	4.6e-05	3.2e-05	0.000186	0	0.000554	5.7e-05	0	0	0
Desulfobacter	4.6e-05	9.7e-05	0	0	0	2.8e-05	1.2e-05	0	0
Desulfatibacillum	3.1e-05	3.2e-05	0.000272	0	0.000321	8.5e-05	0	0	0
Desulfobacterium	1.5e-05	0.000145	4.3e-05	5.5e-05	0.001051	0.000381	0.000251	0	0
Desulfotalea	6.2e-05	3.2e-05	0.000201	8.2e-05	0.000538	8.5e-05	0	0	0
Candidatus Babela	7.7e-05	0	0.000115	0	0.000554	0	0	0	0
Hippea	6.2e-05	8.1e-05	1e-04	6.8e-05	0.000642	0.000113	0	3.3e-05	0
Candidatus Desulfofervidus	6.2e-05	0.000129	0	0	0.000465	1.4e-05	0	0	0
Desulfarculus	4.6e-05	3.2e-05	0.000287	1.4e-05	0.000473	0	0	8e-06	0
Desulfomonile	1.5e-05	0	5.7e-05	1.4e-05	0.00016	0	0	0	0
Mesorhizobium	0.000384	0.000646	0.000301	4.1e-05	0.003226	0.001116	0	0	0
Rhizobium	0.000154	0.001195	0.001448	0.000287	0.006179	0.001356	0.000143	2.5e-05	0
Agrobacterium	3.1e-05	0.000694	0.000387	0.000164	0.003354	0.000537	3.6e-05	0	0
Sinorhizobium	1.5e-05	0.000387	0.000172	6.8e-05	0.002327	0.00017	0.000155	8e-06	0
Ensifer	1.5e-05	3.2e-05	4.3e-05	2.7e-05	0.000634	0.000254	0	0	0
Bartonella	0.000246	0.000533	0.000487	0.000109	0.004999	0.000551	0	0	0
Brucella	0.000154	0.000258	0.000229	2.7e-05	0.000931	0.000509	0	0.00033	0
Ochrobactrum	7.7e-05	0.000387	0.00043	0.000109	0.000843	4.2e-05	4.8e-05	8e-06	0
Bradyrhizobium	0.000108	0.00134	0.000616	0.000301	0.005986	0.001837	0.000131	5.8e-05	0
Variibacter	6.2e-05	0.00042	8.6e-05	0	0	0	0	0	0
Rhodopseudomonas	4.6e-05	0.000323	0.000258	6.8e-05	0.001773	8.5e-05	0	0	0
Martelella	0.000185	0.000129	0.000143	1.4e-05	0.000465	2.8e-05	2.4e-05	8e-06	0
Hyphomicrobium	7.7e-05	0.00042	1e-04	2.7e-05	0.00081	0.000438	1.2e-05	3.3e-05	0
Devosia	1.5e-05	0.000145	0.000158	5.5e-05	0.000602	0.000381	0	0	0
Azorhizobium	9.2e-05	1.6e-05	5.7e-05	1.4e-05	0.000337	4.2e-05	0	0	0
Methylobacterium	6.2e-05	0.001259	0.000717	0.000123	0.002287	0.000735	0.00012	8e-06	0
Methyloceanibacter	1.5e-05	1.6e-05	8.6e-05	1.4e-05	0.00012	0.000353	0	0	0
Loktanella	0.000215	0	0	0	0	0.000311	2.4e-05	0	0
Rhodobacter	0.000123	0.000291	0.000545	0.000123	0.001485	0.000212	0	8e-06	0
Paracoccus	0.000108	0.000517	0.000301	0.000151	0.000738	0.000184	0	0	0
Celeribacter	4.6e-05	0.000145	8.6e-05	1.4e-05	0.000425	4.2e-05	0	0	0
Ketogulonicigenium	3.1e-05	0.000129	4.3e-05	1.4e-05	0.000802	0	0	0	0
Leisingera	3.1e-05	0.000113	0	0	0.000281	0	0	0	0
Phaeobacter	3.1e-05	0.000323	0.000215	2.7e-05	0.000618	4.2e-05	0	0	0
Pelagibaca	3.1e-05	0	2.9e-05	0	0	0	0	0	0
Halocynthiibacter	3.1e-05	8.1e-05	5.7e-05	0	0.000112	1.4e-05	0	0	0
Dinoroseobacter	1.5e-05	0.000194	5.7e-05	0	0.000177	0	0	0	0
Marinovum	1.5e-05	1.6e-05	2.9e-05	0	0.000225	1.4e-05	0	0	0
Labrenzia	1.5e-05	0.000646	0.000129	1.4e-05	0.000225	0.00017	0	0	0
Maricaulis	3.1e-05	0	8.6e-05	0	0.000193	0.00017	2.4e-05	0	0
Wolbachia	0.000231	4.8e-05	8.6e-05	1.4e-05	0.002134	0.000268	0	0	0
Anaplasma	0.000108	9.7e-05	1.4e-05	4.1e-05	0.000441	4.2e-05	0	0	0
Ehrlichia	0.000108	0.000856	0.00033	0.000178	0.003699	2.8e-05	0	7.4e-05	0
Rickettsia	6.2e-05	0.000468	0.000301	0.000137	0.005537	0.000184	1.2e-05	1.7e-05	0
Orientia	1.5e-05	0	7.2e-05	1.4e-05	0.000449	2.8e-05	0	0	0
Candidatus Midichloria	6.2e-05	1.6e-05	0	0	0.000152	0.000113	0	0	0
Novosphingobium	0.000123	0.000517	0.000186	1.4e-05	0.001188	0.000735	1.2e-05	1.7e-05	0
Sphingopyxis	0.000108	0.001066	0.000215	8.2e-05	0.001485	0.000155	0	0	0
Zymomonas	7.7e-05	0.000355	0.000186	4.1e-05	0.001653	0.000113	4.8e-05	8e-06	0
Sphingobium	4.6e-05	0.001388	0.000301	5.5e-05	0.001717	0.000268	0	1.7e-05	0
Sphingomonas	3.1e-05	0.001066	0.000401	0.000287	0.001741	0.001173	8.4e-05	2.5e-05	0
Croceicoccus	4.6e-05	6.5e-05	4.3e-05	0	0.000273	0.000155	0	0	0
Erythrobacter	3.1e-05	0.000323	0.000229	9.6e-05	0.00057	0.000127	1.2e-05	1.7e-05	0
Altererythrobacter	1.5e-05	0.000129	0.000186	1.4e-05	0.001244	0.000127	0	8e-06	0
Acetobacter	0.000123	0.000436	0.000803	6.8e-05	0.001404	0.00041	3.6e-05	3.3e-05	0
Gluconobacter	7.7e-05	0.000387	0.000358	9.6e-05	0.00065	0.000198	0.000131	0	0
Roseomonas	4.6e-05	1.6e-05	0.000158	0	0	0.000113	0	0	0
Neoasaia	4.6e-05	3.2e-05	8.6e-05	0	0	0	0	0	0
Komagataeibacter	4.6e-05	0.000387	8.6e-05	0	0.000433	0	1.2e-05	1.7e-05	0
Asaia	1.5e-05	0	1.4e-05	0	0.00016	0	0	0	0
Azospirillum	6.2e-05	0.000727	0.000358	8.2e-05	0.002383	0.002359	0.00037	0	0.001069
Nitrospirillum	3.1e-05	0.00021	0.000129	0	0	0	0	1.7e-05	0
Rhodospirillum	1.5e-05	0.000129	5.7e-05	2.7e-05	0.000818	0	0.002283	0	0
Magnetospirillum	1.5e-05	0.000581	0.00033	1.4e-05	0.000987	0.000226	3.6e-05	0	0
Pararhodospirillum	1.5e-05	0	1.4e-05	1.4e-05	0.000193	0.00072	0	0	0
Brevundimonas	7.7e-05	0.000452	0.000229	1.4e-05	0.000706	0.000311	4.8e-05	0	0
Caulobacter	6.2e-05	0.000339	0.000803	5.5e-05	0.001733	0.00048	0	3.3e-05	0
Asticcacaulis	3.1e-05	0	2.9e-05	1.4e-05	0.000225	0.000184	2.4e-05	0	0
Candidatus Pelagibacter	3.1e-05	0.000533	1.4e-05	2.7e-05	0.000778	0.000452	0	0	0
Bdellovibrio	1.5e-05	4.8e-05	0.000258	2.7e-05	0.001308	0.00041	1.2e-05	0	0
Odoribacter	10.140287	9.706893	9.706784	9.318308	5.439306	10.379178	5.956959	10.772668	9.837632
Bacteroides	2.908601	2.978167	3.895244	6.003956	4.935988	11.715783	4.470695	2.653942	7.850606
Alistipes	0.216431	0.192351	0.190071	0.28687	0.240954	0.696959	0.398895	0.247408	0.728642
Mucinivorans	0.000185	0.001098	0.00043	0.000233	0.001188	0.000523	0.001052	3.3e-05	0
Parabacteroides	0.063131	0.063482	0.095566	0.081157	0.018833	0.101164	0.051926	0.003814	0.105278
Tannerella	0.001369	0.003584	0.004301	0.001902	0.015519	0.005312	0.00533	0.000322	0
Barnesiella	0.033311	0.020359	0.035568	0.043302	0.07246	0.061735	0.01127	0.039339	0.349053
Prevotella	0.009904	0.016742	0.022838	0.020501	0.038236	0.214958	0.201802	0.007909	0.428638
Porphyromonas	0.000938	0.005296	0.008358	0.008526	0.01113	0.009395	0.010122	0.002345	0.002549
Fermentimonas	0.000492	0.001227	0.002107	0.000383	0.003322	7.1e-05	0	0	0
Petrimonas	0.000354	0.00155	0.001405	0.000452	0.002736	0.000198	0	0	0
Paludibacter	0.000846	0.000969	0.001864	0.000192	0.004462	0.000537	0	0.000413	0
Candidatus Azobacteroides	0.000354	0.001049	0.000832	0.000287	0.001878	5.7e-05	0	0.000132	0
Proteiniphilum	0.000108	0.00205	0.001362	0.000588	0	0.002317	4.8e-05	0	0
Draconibacterium	7.7e-05	0.00092	0.001118	0.000137	0.002552	0.000593	0.000215	7.4e-05	0
Alkalitalea	3.1e-05	0.000436	0.000201	4.1e-05	0	1.4e-05	0.000131	8e-06	0
Salinivirga	1.5e-05	4.8e-05	0.000401	0.000137	0.001501	7.1e-05	0	0	0
Ornithobacterium	0.004491	0.002761	0.009691	0.005707	0.011419	0.000184	0.000872	0.001362	0
Chryseobacterium	0.002368	0.002115	0.006394	0.002546	0.009445	0.004676	0.000992	0.000826	0
Capnocytophaga	0.00183	0.002922	0.00377	0.001588	0.003667	0.001187	0.000992	0.000223	0
Flavobacterium	0.000692	0.005877	0.006236	0.002422	0.020085	0.007177	0.00496	0.000355	0.001659
Polaribacter	0.000692	0.00197	0.001849	0.000219	0.006484	0.001427	0.00012	0.000132	0
Seonamhaeicola	0.000431	0.000145	0.000401	5.5e-05	0	2.8e-05	0	0	0
Winogradskyella	0.000323	0.001566	0.000731	2.7e-05	0.002118	0.001399	4.8e-05	3.3e-05	0
Zobellia	0.000277	0.000129	0.000287	4.1e-05	0.001083	7.1e-05	0	2.5e-05	0
Myroides	0.000246	0.000791	0.000158	0.00026	0.004365	0.000749	0.000323	0.000165	0
Tenacibaculum	0.000231	0.001275	0.00109	0.000205	0.00118	0.001413	0	7.4e-05	0
Cellulophaga	0.000169	0.00063	0.000745	0.000164	0.006235	0.001003	1.2e-05	8.3e-05	0
Formosa	0.000138	0.001421	0.000559	5.5e-05	0.003298	0.000155	8.4e-05	0	0
Gramella	0.000138	0.000775	0.000745	9.6e-05	0.003194	0.000735	0	0	0
Gillisia	0.000108	0.000129	0	0	0.001035	0.00024	0	0	0
Elizabethkingia	0.000108	0.001598	0.002079	0.000465	0.005721	0.001243	0.000502	0.000297	0
Maribacter	9.2e-05	0.00084	0.000487	0.000328	0.001958	0.000367	3.6e-05	8.3e-05	0
Algibacter	9.2e-05	3.2e-05	0.000975	1.4e-05	0.002167	0.000353	3.6e-05	0	0
Robiginitalea	7.7e-05	0.000258	0.000158	2.7e-05	0.000361	9.9e-05	0	0	0
Lacinutrix	7.7e-05	0.000775	0.000616	6.8e-05	0.001075	0.00017	0	1.7e-05	0
Lutibacter	7.7e-05	0.000307	0.000875	4.1e-05	0.003097	0.000692	2.4e-05	0	0
Aequorivita	6.2e-05	9.7e-05	0.000129	0	0.000674	0.00041	1.2e-05	0	0
Sediminicola	4.6e-05	0.000323	0.000129	5.5e-05	0.000546	0.00041	4.8e-05	0	0
Wenyingzhuangia	4.6e-05	0.000597	0.000702	1.4e-05	0.001452	1.4e-05	0	0	0
Riemerella	3.1e-05	0.00021	0.000373	0.000972	0.005111	0.000678	0.000777	0.000198	0
Dokdonia	3.1e-05	0.000145	0.000301	5.5e-05	0.001685	0.000127	0	0	0
Nonlabens	3.1e-05	0.001162	0.000516	1.4e-05	0.002905	0.000141	1.2e-05	4.1e-05	0
Muricauda	1.5e-05	0.000339	4.3e-05	2.7e-05	0.001188	0.00065	8.4e-05	0	0
Blattabacterium	0.000492	0.000355	0.000903	0.000233	0.00317	2.8e-05	9.6e-05	0	0
Fluviicola	9.2e-05	0.00063	1e-04	5.5e-05	0.001228	0.000127	0	8e-06	0
Hymenobacter	0.000907	0.002438	0.00205	0.000794	0.004823	0.00048	3.6e-05	0.000132	0
Pontibacter	0.000215	0.000646	0.000287	0.000178	0.002134	0.000763	8.4e-05	5e-05	0
Rufibacter	0.000215	0.00042	0.000373	9.6e-05	0.001685	1.4e-05	6e-05	5e-05	0
Cytophaga	0.000615	0.000646	0.001405	5.5e-05	0.001493	0.000381	0.000203	0	0
Spirosoma	0.000354	0.001534	0.000659	0.000178	0.001581	0.000664	7.2e-05	9.9e-05	0
Fibrella	9.2e-05	0.000307	0.000158	1.4e-05	0.000851	2.8e-05	0	2.5e-05	0
Runella	3.1e-05	0.000533	0.000387	0.000151	0.001059	0.000353	0.000155	3.3e-05	0
Dyadobacter	3.1e-05	0.000161	1e-04	0.000109	0.000867	0.000947	0.000311	0	0
Leadbetterella	1.5e-05	0.000291	0.000803	2.7e-05	0.000843	5.7e-05	0	0	0
Cyclobacterium	0.000292	0.000387	0.000659	0.000411	0.002287	0.000607	4.8e-05	8e-06	0
Algoriphagus	7.7e-05	0.000194	0.000788	0	0.000859	0.002938	0.000299	8e-06	0
Aquiflexum	1.5e-05	0.000129	0	0	0	0.00017	0	0	0
Marivirga	0.000261	8.1e-05	0.001032	2.7e-05	0.001019	0.000381	1.2e-05	0	0
Flammeovirga	1.5e-05	0.001388	0.001219	4.1e-05	0.002688	0.000297	0.000191	0	0
Bernardetia	6.2e-05	8.1e-05	7.2e-05	0.000109	0.001324	2.8e-05	0	0	0
Candidatus Amoebophilus	3.1e-05	1.6e-05	4.3e-05	0	0.000522	0	0	0	0
Mucilaginibacter	0.000292	0.001114	0.000258	5.5e-05	0.004221	0.002359	0.000347	8e-06	0
Sphingobacterium	0.000108	0.001905	0.00215	0.001423	0.043018	0.006075	0.002283	0.000116	0
Solitalea	7.7e-05	0.000565	0.000258	1.4e-05	0.001741	0.000593	1.2e-05	0	0
Pedobacter	4.6e-05	0.002341	0.002437	0.000671	0.007254	0.007177	0.000992	0.000256	0
Pseudopedobacter	3.1e-05	0.000549	0.000516	0.000534	0.001846	1.4e-05	0	0	0
Flavisolibacter	0.000246	0.000113	0.000229	0	0.000891	0.000212	4.8e-05	6.6e-05	0
Chitinophaga	0.000154	0.002389	0.000244	0.000287	0.001982	0.005566	0.00092	0	0
Niabella	4.6e-05	0.00071	0.001018	0.000766	0.002536	0.000947	0.000215	0.000149	0
Arachidicoccus	3.1e-05	0.000436	0.000688	0.000123	0.001212	0.00048	0	0	0
Niastella	1.5e-05	0.000226	0.000143	6.8e-05	0.001236	0.001187	2.4e-05	0	0
Filimonas	1.5e-05	0.000339	0.000473	0	0.001773	2.8e-05	3.6e-05	0	0
Salinibacter	1.5e-05	1.6e-05	0.000158	0	0.000265	0	0	0	0
Haliscomenobacter	1.5e-05	0.000145	0.000358	8.2e-05	0.000618	0.000127	0	0	0
Chlorobium	0.000154	0.000614	0.000358	0.000164	0.001476	0.00024	0	0	0
Pelodictyon	0.000108	0.000129	0.000258	4.1e-05	0.00057	0.000141	0	2.5e-05	0
Chlorobaculum	0.000123	0.000194	0.000416	9.6e-05	0.000891	0.00017	0.00012	3.3e-05	0
Prosthecochloris	6.2e-05	9.7e-05	0.000287	4.1e-05	0.000586	0.000297	0	0	0
Ignavibacterium	0.000246	0.000129	0.000473	6.8e-05	0.001156	2.8e-05	0	0	0
Fibrobacter	3.1e-05	0.000307	0.000115	4.1e-05	0.000971	0.002472	7.2e-05	1.7e-05	0
