"Supplementary Table S12. Read-level sensitivity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT5341,0.034,0.409,0.795,0.865,0.855
MAG-GUT5342,0.069,0.527,0.841,0.886,0.874
MAG-GUT53494,0.052,0.306,0.548,0.626,0.606
MAG-GUT53512,0.021,0.230,0.532,0.667,0.724
MAG-GUT53548,0.018,0.216,0.484,0.585,0.651
MAG-GUT53550,0.016,0.195,0.467,0.587,0.634
MAG-GUT5358,0.018,0.226,0.497,0.620,0.669
MAG-GUT53613,0.061,0.489,0.839,0.895,0.902
MAG-GUT53617,0.011,0.142,0.315,0.384,0.481
MAG-GUT53622,0.016,0.178,0.407,0.507,0.601
MAG-GUT53689,0.017,0.167,0.380,0.482,0.568
MAG-GUT5371,0.019,0.225,0.526,0.629,0.694
MAG-GUT5375,0.008,0.109,0.282,0.370,0.474
MAG-GUT5376,0.023,0.252,0.532,0.630,0.687
MAG-GUT53810,0.054,0.307,0.541,0.629,0.619
MAG-GUT53925,0.020,0.189,0.422,0.512,0.622
MAG-GUT5396,0.017,0.226,0.523,0.609,0.596
MAG-GUT53979,0.052,0.384,0.700,0.778,0.773
MAG-GUT53991,0.017,0.179,0.421,0.521,0.622
MAG-GUT5430,0.018,0.237,0.564,0.664,0.731
MAG-GUT54322,0.018,0.184,0.417,0.523,0.623
MAG-GUT54365,0.014,0.147,0.353,0.455,0.562
MAG-GUT54489,0.021,0.215,0.478,0.578,0.646
MAG-GUT5449,0.096,0.615,0.916,0.934,0.900
MAG-GUT54519,0.025,0.263,0.575,0.667,0.662
MAG-GUT54544,0.022,0.199,0.385,0.443,0.465
MAG-GUT54559,0.054,0.386,0.697,0.780,0.785
MAG-GUT54574,0.037,0.296,0.580,0.673,0.709
MAG-GUT54583,0.015,0.169,0.400,0.479,0.493
MAG-GUT54681,0.035,0.339,0.653,0.757,0.786
MAG-GUT5471,0.015,0.207,0.502,0.620,0.594
MAG-GUT54831,0.039,0.462,0.853,0.919,0.909
MAG-GUT5486,0.016,0.143,0.307,0.398,0.490
MAG-GUT54926,0.056,0.301,0.539,0.627,0.610
MAG-GUT54931,0.015,0.214,0.476,0.552,0.600
MAG-GUT54955,0.053,0.351,0.612,0.656,0.594
MAG-GUT54996,0.015,0.171,0.388,0.484,0.577
MAG-GUT55179,0.054,0.305,0.547,0.619,0.612
MAG-GUT55210,0.017,0.148,0.324,0.399,0.470
MAG-GUT55217,0.044,0.325,0.608,0.699,0.737
MAG-GUT5525,0.052,0.288,0.528,0.603,0.594
MAG-GUT55383,0.076,0.313,0.517,0.567,0.523
MAG-GUT55461,0.016,0.185,0.426,0.525,0.626
MAG-GUT55474,0.017,0.184,0.418,0.521,0.625
MAG-GUT55518,0.016,0.170,0.391,0.483,0.571
MAG-GUT5551,0.018,0.189,0.417,0.504,0.619
MAG-GUT55540,0.017,0.187,0.421,0.523,0.621
MAG-GUT55621,0.015,0.182,0.406,0.508,0.605
MAG-GUT5563,0.054,0.309,0.546,0.630,0.604
MAG-GUT55663,0.044,0.392,0.726,0.801,0.795
MAG-GUT55688,0.047,0.380,0.726,0.812,0.801
MAG-GUT55743,0.028,0.382,0.767,0.848,0.865
MAG-GUT5576,0.015,0.156,0.349,0.462,0.532
MAG-GUT5577,0.017,0.192,0.433,0.537,0.635
MAG-GUT55792,0.046,0.355,0.619,0.669,0.596
MAG-GUT55810,0.044,0.374,0.683,0.764,0.778
MAG-GUT55970,0.017,0.180,0.412,0.518,0.623
MAG-GUT55993,0.017,0.186,0.411,0.518,0.615
MAG-GUT56059,0.046,0.357,0.616,0.655,0.596
MAG-GUT5612,0.014,0.209,0.502,0.583,0.566
MAG-GUT56151,0.016,0.187,0.425,0.520,0.626
MAG-GUT56228,0.016,0.167,0.385,0.484,0.564
MAG-GUT56241,0.020,0.195,0.434,0.538,0.640
MAG-GUT56243,0.017,0.189,0.435,0.535,0.571
MAG-GUT5628,0.016,0.177,0.391,0.489,0.591
MAG-GUT56307,0.021,0.292,0.623,0.731,0.776
MAG-GUT56334,0.061,0.418,0.699,0.764,0.702
MAG-GUT56345,0.032,0.384,0.751,0.830,0.840
MAG-GUT5634,0.025,0.243,0.513,0.601,0.642
MAG-GUT5635,0.055,0.300,0.553,0.630,0.601
MAG-GUT56361,0.022,0.228,0.443,0.520,0.553
MAG-GUT56414,0.052,0.289,0.524,0.596,0.587
MAG-GUT56417,0.013,0.146,0.390,0.510,0.610
MAG-GUT56425,0.010,0.210,0.586,0.710,0.737
MAG-GUT56434,0.020,0.200,0.443,0.553,0.659
MAG-GUT56457,0.060,0.351,0.559,0.587,0.567
MAG-GUT56503,0.052,0.387,0.723,0.816,0.827
MAG-GUT56517,0.016,0.179,0.400,0.502,0.593
MAG-GUT56545,0.008,0.122,0.347,0.480,0.640
MAG-GUT56559,0.033,0.411,0.786,0.842,0.836
MAG-GUT56566,0.015,0.283,0.674,0.785,0.856
MAG-GUT56570,0.085,0.405,0.669,0.738,0.747
MAG-GUT56604,0.029,0.350,0.704,0.780,0.788
MAG-GUT56620,0.015,0.166,0.376,0.475,0.561
MAG-GUT56622,0.035,0.317,0.613,0.712,0.718
MAG-GUT56644,0.018,0.208,0.466,0.580,0.643
MAG-GUT56645,0.046,0.290,0.588,0.683,0.709
MAG-GUT56652,0.057,0.304,0.535,0.610,0.604
MAG-GUT56660,0.035,0.360,0.708,0.815,0.853
MAG-GUT5673,0.072,0.465,0.751,0.800,0.773
MAG-GUT56762,0.023,0.209,0.478,0.576,0.629
MAG-GUT5676,0.036,0.414,0.796,0.864,0.853
MAG-GUT56776,0.025,0.283,0.610,0.715,0.768
MAG-GUT56791,0.059,0.391,0.688,0.763,0.696
MAG-GUT56852,0.008,0.128,0.374,0.518,0.689
MAG-GUT56854,0.018,0.189,0.429,0.533,0.638
MAG-GUT5687,0.004,0.112,0.300,0.412,0.609
MAG-GUT56882,0.016,0.198,0.445,0.562,0.663
MAG-GUT56896,0.020,0.214,0.481,0.565,0.619
MAG-GUT56948,0.018,0.155,0.296,0.335,0.373
MAG-GUT56987,0.032,0.347,0.710,0.812,0.853
MAG-GUT57018,0.019,0.214,0.467,0.584,0.641
MAG-GUT57047,0.020,0.227,0.494,0.597,0.650
MAG-GUT57064,0.017,0.195,0.426,0.536,0.636
MAG-GUT57066,0.031,0.398,0.776,0.835,0.833
MAG-GUT57069,0.038,0.365,0.661,0.694,0.424
MAG-GUT57085,0.008,0.127,0.357,0.513,0.675
MAG-GUT57094,0.020,0.154,0.300,0.350,0.374
MAG-GUT57096,0.053,0.283,0.511,0.592,0.572
MAG-GUT57104,0.017,0.223,0.532,0.625,0.597
MAG-GUT57105,0.019,0.193,0.435,0.540,0.651
MAG-GUT57140,0.018,0.190,0.415,0.532,0.634
MAG-GUT57158,0.012,0.151,0.379,0.512,0.607
MAG-GUT57167,0.014,0.138,0.325,0.421,0.520
MAG-GUT57173,0.029,0.353,0.694,0.766,0.836
MAG-GUT57190,0.030,0.349,0.690,0.766,0.770
MAG-GUT57196,0.016,0.224,0.538,0.626,0.604
MAG-GUT57200,0.021,0.229,0.534,0.647,0.713
MAG-GUT5720,0.021,0.237,0.511,0.603,0.643
MAG-GUT57264,0.019,0.243,0.550,0.669,0.707
MAG-GUT57273,0.013,0.179,0.454,0.582,0.626
MAG-GUT5727,0.049,0.323,0.570,0.652,0.679
MAG-GUT57343,0.050,0.373,0.693,0.764,0.759
MAG-GUT57346,0.030,0.350,0.699,0.774,0.788
MAG-GUT57352,0.013,0.181,0.472,0.590,0.640
MAG-GUT57360,0.016,0.174,0.381,0.486,0.571
MAG-GUT57392,0.019,0.172,0.359,0.426,0.500
MAG-GUT57398,0.033,0.415,0.801,0.864,0.855
MAG-GUT57416,0.074,0.439,0.716,0.792,0.747
MAG-GUT57423,0.014,0.148,0.341,0.431,0.512
MAG-GUT57442,0.021,0.238,0.546,0.662,0.697
MAG-GUT57492,0.015,0.170,0.355,0.419,0.486
MAG-GUT57498,0.029,0.352,0.696,0.771,0.784
MAG-GUT57542,0.038,0.396,0.790,0.855,0.842
MAG-GUT57584,0.016,0.176,0.386,0.477,0.563
MAG-GUT57592,0.028,0.351,0.692,0.779,0.785
MAG-GUT57658,0.050,0.322,0.561,0.615,0.560
MAG-GUT57680,0.017,0.185,0.462,0.586,0.653
MAG-GUT57682,0.017,0.205,0.458,0.546,0.583
MAG-GUT57684,0.009,0.145,0.416,0.526,0.635
MAG-GUT57687,0.083,0.560,0.869,0.913,0.863
MAG-GUT57690,0.055,0.330,0.581,0.665,0.594
MAG-GUT57693,0.040,0.306,0.602,0.678,0.697
MAG-GUT57726,0.034,0.333,0.651,0.709,0.550
MAG-GUT57727,0.017,0.222,0.524,0.635,0.606
MAG-GUT57729,0.013,0.137,0.313,0.418,0.540
MAG-GUT57739,0.062,0.403,0.707,0.769,0.709
MAG-GUT57765,0.081,0.379,0.619,0.686,0.689
MAG-GUT57771,0.037,0.407,0.780,0.840,0.832
MAG-GUT57773,0.017,0.178,0.407,0.504,0.594
MAG-GUT57797,0.017,0.179,0.394,0.444,0.459
MAG-GUT57808,0.014,0.142,0.340,0.426,0.542
MAG-GUT57819,0.068,0.570,0.924,0.962,0.959
MAG-GUT57902,0.018,0.188,0.430,0.531,0.633
MAG-GUT57904,0.021,0.155,0.312,0.354,0.403
MAG-GUT57924,0.021,0.298,0.693,0.792,0.769
MAG-GUT57959,0.047,0.338,0.641,0.728,0.745
MAG-GUT57988,0.029,0.351,0.698,0.776,0.790
MAG-GUT58004,0.061,0.409,0.684,0.759,0.692
MAG-GUT58014,0.008,0.169,0.465,0.594,0.634
MAG-GUT58031,0.024,0.163,0.335,0.410,0.417
MAG-GUT58077,0.020,0.202,0.486,0.611,0.652
MAG-GUT58131,0.017,0.197,0.499,0.594,0.562
MAG-GUT58133,0.026,0.348,0.691,0.763,0.768
MAG-GUT58135,0.014,0.195,0.456,0.549,0.635
MAG-GUT58137,0.018,0.194,0.433,0.544,0.653
MAG-GUT58152,0.007,0.121,0.325,0.403,0.332
MAG-GUT58156,0.021,0.161,0.318,0.360,0.398
MAG-GUT58166,0.051,0.282,0.507,0.583,0.568
MAG-GUT58179,0.017,0.292,0.684,0.800,0.862
MAG-GUT58180,0.017,0.229,0.538,0.644,0.620
MAG-GUT58214,0.028,0.336,0.659,0.723,0.805
MAG-GUT58303,0.062,0.411,0.710,0.776,0.722
MAG-GUT58310,0.030,0.347,0.682,0.763,0.771
MAG-GUT58312,0.016,0.176,0.408,0.505,0.610
MAG-GUT58318,0.006,0.130,0.386,0.511,0.602
MAG-GUT58338,0.053,0.294,0.525,0.600,0.589
MAG-GUT58392,0.053,0.317,0.554,0.629,0.573
MAG-GUT58432,0.019,0.217,0.480,0.596,0.647
MAG-GUT58437,0.047,0.379,0.692,0.769,0.764
MAG-GUT5848,0.037,0.305,0.587,0.675,0.694
MAG-GUT58490,0.016,0.187,0.415,0.507,0.600
MAG-GUT58607,0.020,0.218,0.501,0.620,0.678
MAG-GUT58671,0.018,0.185,0.412,0.501,0.605
MAG-GUT58672,0.034,0.415,0.783,0.854,0.842
MAG-GUT58689,0.016,0.162,0.361,0.449,0.531
MAG-GUT58695,0.068,0.363,0.564,0.608,0.573
MAG-GUT58706,0.018,0.220,0.512,0.624,0.693
MAG-GUT58707,0.005,0.094,0.297,0.407,0.522
MAG-GUT58768,0.016,0.166,0.305,0.356,0.392
MAG-GUT5880,0.058,0.435,0.728,0.784,0.728
MAG-GUT5884,0.039,0.307,0.583,0.665,0.672
MAG-GUT58856,0.050,0.386,0.707,0.784,0.766
MAG-GUT58896,0.019,0.237,0.545,0.671,0.730
MAG-GUT58937,0.035,0.279,0.532,0.623,0.650
MAG-GUT58938,0.015,0.227,0.570,0.706,0.777
MAG-GUT58949,0.056,0.377,0.655,0.710,0.662
MAG-GUT58957,0.016,0.234,0.549,0.656,0.639
MAG-GUT58986,0.019,0.196,0.445,0.544,0.643
MAG-GUT5899,0.018,0.216,0.515,0.628,0.688
MAG-GUT59019,0.034,0.242,0.467,0.567,0.549
MAG-GUT59039,0.051,0.324,0.567,0.654,0.681
MAG-GUT59042,0.019,0.183,0.409,0.517,0.612
MAG-GUT59077,0.059,0.407,0.702,0.776,0.708
MAG-GUT59114,0.016,0.149,0.301,0.355,0.381
MAG-GUT59149,0.036,0.241,0.492,0.588,0.640
MAG-GUT5914,0.019,0.208,0.462,0.571,0.644
MAG-GUT59155,0.046,0.342,0.643,0.717,0.760
MAG-GUT59166,0.056,0.385,0.669,0.735,0.668
MAG-GUT59205,0.020,0.165,0.305,0.363,0.391
MAG-GUT5920,0.058,0.507,0.818,0.869,0.857
MAG-GUT59273,0.020,0.214,0.483,0.577,0.594
MAG-GUT59278,0.039,0.349,0.647,0.721,0.715
MAG-GUT59296,0.064,0.567,0.921,0.958,0.957
MAG-GUT59351,0.017,0.220,0.522,0.626,0.599
MAG-GUT59382,0.016,0.185,0.413,0.518,0.617
MAG-GUT593,0.013,0.183,0.480,0.595,0.672
MAG-GUT59412,0.032,0.446,0.856,0.915,0.916
MAG-GUT59472,0.048,0.372,0.694,0.786,0.773
MAG-GUT59481,0.016,0.139,0.336,0.420,0.531
MAG-GUT5948,0.015,0.215,0.512,0.614,0.585
MAG-GUT59492,0.015,0.170,0.388,0.467,0.568
MAG-GUT59497,0.008,0.123,0.320,0.398,0.330
MAG-GUT594,0.017,0.190,0.426,0.523,0.632
MAG-GUT59502,0.032,0.351,0.698,0.771,0.789
MAG-GUT59515,0.052,0.289,0.530,0.600,0.583
MAG-GUT59532,0.018,0.168,0.351,0.413,0.492
MAG-GUT59561,0.010,0.111,0.273,0.362,0.443
MAG-GUT59569,0.018,0.170,0.354,0.422,0.483
MAG-GUT59576,0.028,0.339,0.698,0.773,0.778
MAG-GUT59579,0.010,0.146,0.392,0.525,0.618
MAG-GUT59590,0.045,0.392,0.701,0.755,0.700
MAG-GUT59593,0.082,0.406,0.678,0.746,0.753
MAG-GUT59599,0.011,0.137,0.379,0.502,0.616
MAG-GUT5959,0.033,0.381,0.750,0.806,0.803
MAG-GUT59626,0.032,0.400,0.776,0.839,0.836
MAG-GUT59628,0.018,0.196,0.434,0.555,0.656
MAG-GUT59716,0.053,0.303,0.540,0.631,0.607
MAG-GUT59727,0.046,0.321,0.602,0.692,0.706
MAG-GUT5979,0.056,0.308,0.545,0.639,0.612
MAG-GUT59827,0.022,0.241,0.503,0.609,0.626
MAG-GUT5994,0.024,0.249,0.510,0.615,0.655
MAG-GUT59980,0.056,0.389,0.681,0.744,0.683
MAG-GUT60025,0.017,0.181,0.400,0.510,0.601
MAG-GUT60028,0.017,0.230,0.553,0.657,0.631
MAG-GUT60072,0.014,0.143,0.323,0.415,0.501
MAG-GUT60077,0.030,0.340,0.700,0.778,0.786
MAG-GUT60123,0.033,0.397,0.776,0.839,0.835
MAG-GUT6013,0.022,0.231,0.496,0.584,0.624
MAG-GUT60153,0.015,0.167,0.378,0.467,0.562
MAG-GUT60157,0.030,0.348,0.692,0.767,0.785
MAG-GUT60158,0.041,0.314,0.614,0.698,0.707
MAG-GUT60164,0.016,0.149,0.366,0.464,0.579
MAG-GUT60274,0.060,0.405,0.680,0.744,0.688
MAG-GUT6030,0.115,0.480,0.714,0.767,0.767
MAG-GUT60320,0.033,0.393,0.778,0.851,0.838
MAG-GUT60365,0.029,0.161,0.316,0.368,0.373
MAG-GUT60370,0.032,0.403,0.760,0.825,0.818
MAG-GUT60374,0.024,0.238,0.425,0.481,0.511
MAG-GUT60386,0.019,0.222,0.511,0.629,0.679
MAG-GUT60388,0.018,0.191,0.438,0.536,0.644
MAG-GUT60414,0.053,0.299,0.520,0.594,0.588
MAG-GUT60466,0.030,0.382,0.744,0.803,0.797
MAG-GUT60491,0.043,0.386,0.692,0.763,0.765
MAG-GUT60503,0.014,0.163,0.365,0.456,0.539
MAG-GUT60605,0.034,0.394,0.748,0.823,0.818
MAG-GUT60756,0.080,0.407,0.655,0.731,0.731
MAG-GUT60769,0.054,0.293,0.518,0.599,0.585
MAG-GUT60783,0.018,0.207,0.492,0.610,0.703
MAG-GUT60799,0.061,0.395,0.697,0.768,0.698
MAG-GUT60810,0.016,0.179,0.405,0.503,0.596
MAG-GUT60838,0.020,0.215,0.481,0.578,0.646
MAG-GUT60840,0.015,0.224,0.535,0.631,0.599
MAG-GUT60850,0.014,0.183,0.454,0.557,0.624
MAG-GUT60874,0.005,0.137,0.416,0.550,0.650
MAG-GUT60882,0.034,0.414,0.781,0.845,0.838
MAG-GUT60901,0.017,0.178,0.401,0.504,0.594
MAG-GUT60999,0.034,0.393,0.747,0.814,0.813
MAG-GUT61036,0.021,0.211,0.481,0.602,0.658
MAG-GUT61037,0.049,0.386,0.708,0.781,0.778
MAG-GUT61101,0.013,0.156,0.365,0.455,0.522
MAG-GUT61128,0.010,0.174,0.446,0.562,0.611
MAG-GUT61143,0.021,0.288,0.618,0.735,0.774
MAG-GUT61151,0.016,0.173,0.396,0.489,0.581
MAG-GUT61159,0.056,0.344,0.624,0.695,0.739
MAG-GUT61164,0.011,0.167,0.448,0.564,0.605
MAG-GUT61176,0.027,0.157,0.310,0.375,0.375
MAG-GUT61197,0.048,0.337,0.634,0.724,0.755
MAG-GUT61230,0.054,0.383,0.669,0.725,0.666
MAG-GUT61245,0.019,0.191,0.424,0.536,0.638
MAG-GUT61259,0.036,0.281,0.540,0.633,0.655
MAG-GUT61266,0.011,0.143,0.328,0.426,0.532
MAG-GUT61376,0.028,0.348,0.701,0.777,0.785
MAG-GUT61406,0.016,0.185,0.417,0.516,0.616
MAG-GUT61409,0.027,0.330,0.652,0.712,0.806
MAG-GUT61416,0.008,0.160,0.475,0.625,0.723
MAG-GUT61453,0.016,0.185,0.417,0.517,0.624
MAG-GUT61486,0.020,0.216,0.494,0.587,0.593
MAG-GUT61515,0.019,0.184,0.421,0.532,0.624
MAG-GUT61546,0.014,0.154,0.364,0.455,0.540
MAG-GUT61584,0.045,0.373,0.689,0.760,0.752
MAG-GUT61623,0.033,0.417,0.796,0.862,0.856
MAG-GUT61624,0.015,0.156,0.363,0.465,0.570
MAG-GUT61634,0.039,0.364,0.659,0.687,0.431
MAG-GUT61637,0.008,0.131,0.361,0.500,0.659
MAG-GUT61639,0.018,0.190,0.431,0.532,0.632
MAG-GUT61658,0.033,0.419,0.799,0.861,0.859
MAG-GUT61666,0.017,0.171,0.348,0.417,0.475
MAG-GUT61681,0.037,0.313,0.603,0.687,0.687
MAG-GUT61708,0.005,0.096,0.307,0.422,0.539
MAG-GUT61735,0.029,0.346,0.678,0.743,0.825
MAG-GUT61749,0.005,0.099,0.309,0.408,0.529
MAG-GUT61753,0.017,0.178,0.418,0.528,0.633
MAG-GUT61794,0.011,0.175,0.467,0.598,0.742
MAG-GUT61880,0.022,0.256,0.594,0.723,0.750
MAG-GUT61918,0.037,0.354,0.698,0.797,0.848
MAG-GUT61937,0.027,0.330,0.685,0.747,0.772
MAG-GUT61940,0.058,0.396,0.687,0.747,0.685
MAG-GUT61956,0.017,0.174,0.398,0.502,0.594
MAG-GUT61959,0.052,0.352,0.634,0.721,0.761
MAG-GUT62011,0.019,0.222,0.491,0.592,0.653
MAG-GUT62023,0.041,0.363,0.685,0.774,0.770
MAG-GUT62028,0.018,0.262,0.580,0.682,0.759
MAG-GUT62033,0.034,0.318,0.656,0.753,0.800
MAG-GUT62054,0.029,0.359,0.709,0.789,0.803
MAG-GUT62063,0.016,0.178,0.395,0.497,0.587
MAG-GUT62096,0.018,0.199,0.441,0.552,0.658
MAG-GUT62117,0.033,0.408,0.781,0.840,0.833
MAG-GUT62119,0.083,0.410,0.674,0.744,0.744
MAG-GUT62134,0.015,0.285,0.682,0.798,0.863
MAG-GUT62206,0.055,0.333,0.597,0.657,0.593
MAG-GUT6222,0.020,0.254,0.560,0.670,0.695
MAG-GUT6224,0.016,0.278,0.647,0.763,0.803
MAG-GUT62257,0.059,0.388,0.665,0.730,0.677
MAG-GUT62279,0.025,0.268,0.580,0.686,0.675
MAG-GUT62293,0.068,0.586,0.932,0.969,0.967
MAG-GUT6229,0.021,0.264,0.581,0.686,0.701
MAG-GUT6233,0.019,0.253,0.560,0.662,0.677
MAG-GUT62370,0.029,0.335,0.661,0.721,0.809
MAG-GUT6238,0.023,0.252,0.563,0.676,0.688
MAG-GUT62393,0.005,0.100,0.314,0.416,0.545
MAG-GUT62413,0.020,0.215,0.491,0.601,0.662
MAG-GUT6241,0.023,0.247,0.572,0.672,0.707
MAG-GUT62429,0.052,0.305,0.521,0.602,0.538
MAG-GUT62444,0.029,0.350,0.697,0.775,0.781
MAG-GUT6244,0.032,0.288,0.590,0.685,0.757
MAG-GUT62461,0.016,0.163,0.376,0.463,0.550
MAG-GUT62468,0.010,0.172,0.452,0.601,0.720
MAG-GUT6247,0.034,0.300,0.611,0.718,0.793
MAG-GUT62485,0.011,0.155,0.350,0.449,0.515
MAG-GUT62491,0.015,0.186,0.408,0.497,0.597
MAG-GUT62509,0.034,0.395,0.770,0.840,0.825
MAG-GUT6251,0.032,0.302,0.601,0.721,0.794
MAG-GUT6256,0.029,0.290,0.608,0.718,0.790
MAG-GUT62601,0.018,0.197,0.436,0.543,0.647
MAG-GUT6261,0.035,0.298,0.612,0.718,0.797
MAG-GUT62629,0.051,0.295,0.532,0.619,0.604
MAG-GUT62657,0.050,0.298,0.518,0.600,0.592
MAG-GUT62658,0.012,0.157,0.390,0.516,0.613
MAG-GUT6265,0.033,0.302,0.613,0.718,0.790
MAG-GUT62666,0.030,0.356,0.703,0.782,0.791
MAG-GUT6273,0.034,0.300,0.603,0.714,0.801
MAG-GUT6274,0.021,0.272,0.574,0.692,0.704
MAG-GUT62790,0.011,0.260,0.676,0.807,0.851
MAG-GUT6280,0.033,0.293,0.608,0.720,0.788
MAG-GUT62857,0.064,0.527,0.885,0.938,0.913
MAG-GUT6286,0.034,0.300,0.605,0.718,0.790
MAG-GUT6290,0.036,0.295,0.596,0.710,0.790
MAG-GUT6291,0.024,0.252,0.569,0.686,0.703
MAG-GUT62924,0.036,0.338,0.609,0.691,0.678
MAG-GUT62939,0.036,0.326,0.614,0.680,0.678
MAG-GUT62996,0.059,0.513,0.863,0.907,0.886
MAG-GUT63100,0.040,0.324,0.614,0.678,0.675
MAG-GUT63105,0.065,0.489,0.823,0.873,0.850
MAG-GUT63117,0.061,0.491,0.821,0.875,0.853
MAG-GUT63164,0.032,0.291,0.583,0.670,0.696
MAG-GUT63198,0.124,0.648,0.910,0.940,0.949
MAG-GUT63214,0.121,0.649,0.899,0.935,0.941
MAG-GUT63219,0.124,0.635,0.903,0.939,0.952
MAG-GUT63279,0.057,0.482,0.813,0.855,0.835
MAG-GUT63286,0.123,0.639,0.899,0.936,0.942
MAG-GUT63356,0.039,0.331,0.622,0.680,0.679
MAG-GUT63373,0.132,0.638,0.906,0.941,0.952
MAG-GUT63462,0.043,0.330,0.623,0.685,0.672
MAG-GUT63496,0.119,0.647,0.902,0.939,0.952
MAG-GUT63569,0.037,0.317,0.606,0.684,0.674
MAG-GUT63586,0.122,0.636,0.904,0.939,0.951
MAG-GUT63602,0.121,0.638,0.898,0.935,0.942
MAG-GUT6384,0.035,0.291,0.581,0.671,0.700
MAG-GUT640,0.015,0.230,0.532,0.636,0.625
MAG-GUT64345,0.005,0.125,0.329,0.433,0.633
MAG-GUT64457,0.020,0.268,0.585,0.685,0.722
MAG-GUT6445,0.037,0.289,0.562,0.665,0.691
MAG-GUT64513,0.004,0.127,0.331,0.435,0.631
MAG-GUT64686,0.027,0.277,0.614,0.711,0.698
MAG-GUT646,0.006,0.106,0.311,0.400,0.398
MAG-GUT6489,0.037,0.295,0.575,0.680,0.698
MAG-GUT65341,0.072,0.426,0.703,0.761,0.750
MAG-GUT65359,0.025,0.279,0.609,0.724,0.735
MAG-GUT65550,0.036,0.374,0.737,0.830,0.843
MAG-GUT65553,0.017,0.224,0.540,0.665,0.680
MAG-GUT65559,0.022,0.265,0.583,0.690,0.703
MAG-GUT65576,0.036,0.328,0.615,0.656,0.657
MAG-GUT65584,0.016,0.154,0.327,0.373,0.381
MAG-GUT65588,0.037,0.339,0.613,0.657,0.659
MAG-GUT65671,0.225,0.854,0.996,0.998,0.995
MAG-GUT65795,0.010,0.144,0.390,0.517,0.617
MAG-GUT65836,0.019,0.212,0.479,0.589,0.645
MAG-GUT65895,0.067,0.487,0.790,0.856,0.834
MAG-GUT66011,0.020,0.231,0.510,0.602,0.626
MAG-GUT66097,0.036,0.457,0.843,0.911,0.917
MAG-GUT66098,0.025,0.264,0.489,0.538,0.469
MAG-GUT66111,0.024,0.228,0.439,0.484,0.431
MAG-GUT6612,0.046,0.368,0.661,0.746,0.746
MAG-GUT66152,0.080,0.460,0.680,0.721,0.689
MAG-GUT6615,0.017,0.290,0.678,0.805,0.866
MAG-GUT66161,0.086,0.461,0.695,0.728,0.687
MAG-GUT6619,0.033,0.340,0.677,0.768,0.775
MAG-GUT6623,0.078,0.523,0.825,0.879,0.845
MAG-GUT66278,0.020,0.223,0.507,0.591,0.605
MAG-GUT66279,0.059,0.444,0.777,0.842,0.819
MAG-GUT66288,0.020,0.221,0.492,0.580,0.595
MAG-GUT66322,0.046,0.419,0.744,0.788,0.769
MAG-GUT66330,0.042,0.420,0.745,0.794,0.767
MAG-GUT66335,0.021,0.240,0.506,0.606,0.619
MAG-GUT66378,0.027,0.181,0.362,0.435,0.474
MAG-GUT66382,0.025,0.181,0.357,0.441,0.482
MAG-GUT66408,0.071,0.465,0.765,0.817,0.785
MAG-GUT66514,0.021,0.250,0.509,0.581,0.582
MAG-GUT66577,0.020,0.191,0.434,0.529,0.637
MAG-GUT66621,0.016,0.183,0.407,0.514,0.614
MAG-GUT66668,0.017,0.176,0.408,0.497,0.591
MAG-GUT66701,0.012,0.181,0.456,0.582,0.670
MAG-GUT66714,0.023,0.217,0.447,0.517,0.514
MAG-GUT6679,0.034,0.416,0.798,0.856,0.851
MAG-GUT66843,0.067,0.471,0.775,0.835,0.826
MAG-GUT66846,0.067,0.467,0.770,0.832,0.818
MAG-GUT66874,0.016,0.185,0.429,0.522,0.622
MAG-GUT66881,0.017,0.185,0.405,0.507,0.600
MAG-GUT66885,0.016,0.184,0.420,0.528,0.619
MAG-GUT66889,0.020,0.219,0.472,0.583,0.647
MAG-GUT66901,0.024,0.261,0.567,0.662,0.661
MAG-GUT66915,0.013,0.239,0.571,0.657,0.749
MAG-GUT66916,0.014,0.209,0.513,0.602,0.583
MAG-GUT66918,0.084,0.537,0.814,0.836,0.810
MAG-GUT66949,0.019,0.218,0.503,0.628,0.717
MAG-GUT66953,0.006,0.126,0.350,0.457,0.644
MAG-GUT66991,0.046,0.369,0.695,0.789,0.782
MAG-GUT67012,0.020,0.263,0.615,0.720,0.754
MAG-GUT67029,0.016,0.231,0.536,0.630,0.673
MAG-GUT6708,0.054,0.434,0.782,0.852,0.828
MAG-GUT67120,0.044,0.346,0.668,0.755,0.766
MAG-GUT67224,0.027,0.216,0.463,0.571,0.625
MAG-GUT6722,0.035,0.338,0.672,0.762,0.784
MAG-GUT67253,0.007,0.110,0.312,0.415,0.612
MAG-GUT67256,0.005,0.115,0.308,0.417,0.608
MAG-GUT6727,0.018,0.280,0.686,0.807,0.871
MAG-GUT67367,0.052,0.389,0.712,0.772,0.753
MAG-GUT67531,0.012,0.199,0.509,0.646,0.769
MAG-GUT6753,0.011,0.232,0.531,0.626,0.705
MAG-GUT67550,0.049,0.399,0.731,0.801,0.783
